country,country_code,full_name,id,name,place_type,type,coordinates
Deutschland,DE,"Wolfsburg, Deutschland",e117fce907c54997,Wolfsburg,city,Feature,10.647127|52.316098|10.906867|52.49509
Deutschland,DE,"Werder (Havel), Deutschland",ee687fb105b58bb5,Werder (Havel),city,Feature,12.802745|52.29835|12.968242|52.460563
Deutschland,DE,"Nörten-Hardenberg, Deutschland",cc69bf61cd414b95,Nörten-Hardenberg,city,Feature,9.865412|51.5999601|10.057912|51.673355
Deutschland,DE,"Mieste, Deutschland",9fd7eec2612afbd1,Mieste,city,Feature,11.137947|52.433477|11.258702|52.508301
Deutschland,DE,"Hannover, Deutschland",48504653e183c91c,Hannover,city,Feature,9.604388|52.305196|9.918478|52.454401
Deutschland,DE,"Hamburg, Deutschland",5bcd72da50f0ee77,Hamburg,city,Feature,8.4201604|53.395118|10.325199|53.9646546
Deutschland,DE,"Herford, Deutschland",35075f4b19725175,Herford,city,Feature,8.558815|52.057914|8.75452|52.1699833
Deutschland,DE,"Sohren, Deutschland",8cfbf838f7406004,Sohren,city,Feature,7.281104|49.912067|7.337481|49.954434
Deutschland,DE,"Bernkastel-Kues, Deutschland",7353cd605a34a535,Bernkastel-Kues,city,Feature,6.976321|49.892228|7.104855|49.9583791
Deutschland,DE,"Immert, Deutschland",c810910e826ef4df,Immert,city,Feature,7.007142|49.7563482|7.039409|49.7831148
Deutschland,DE,"Solingen, Deutschland",a815d02f947c131a,Solingen,city,Feature,6.951184|51.114231|7.177184|51.220387
Deutschland,DE,"Frankfurt am Main, Deutschland",c589d9d6ed38927c,Frankfurt am Main,city,Feature,8.472715|50.01552|8.800496|50.2269512
Deutschland,DE,"Karstädt, Deutschland",8b76aad72f16b632,Karstädt,city,Feature,11.550798|53.071234|11.852885|53.244452
Deutschland,DE,"Löhne, Deutschland",b28bffcbb6678df4,Löhne,city,Feature,8.663389|52.1493482|8.789086|52.251786
Deutschland,DE,"Ludwigslust, Deutschland",ce7bc5b8c2e76595,Ludwigslust,city,Feature,11.321516|53.256143|11.542975|53.372479
Deutschland,DE,"Gresse, Deutschland",55cdecd4a44a2656,Gresse,city,Feature,10.699155|53.404538|10.794228|53.464263
Dänemark,DK,"Kopenhagen, Dänemark",936b83f20956cd4c,Kopenhagen,city,Feature,12.453064|55.613717|12.6522012|55.731834
Deutschland,DE,"Flensburg, Deutschland",46a10847a0dd9370,Flensburg,city,Feature,9.35735|54.751795|9.506812|54.824321
Deutschland,DE,"Bad Wilsnack, Deutschland",91d0e211abe975eb,Bad Wilsnack,city,Feature,11.828412|52.928911|12.030798|53.010734
Deutschland,DE,"Söhlde, Deutschland",857cc68cdee096f9,Söhlde,city,Feature,10.13158|52.116815|10.264845|52.234681
Deutschland,DE,"Northeim, Deutschland",3ba0c3df01e780e5,Northeim,city,Feature,9.889945|51.641417|10.11941|51.789411
Deutschland,DE,"Weyhe, Deutschland",a2e61115c9bb65d4,Weyhe,city,Feature,8.767895|52.952427|8.932861|53.040692
Deutschland,DE,"Bremen, Deutschland",5b1a29f98ababf57,Bremen,city,Feature,8.481599|53.011035|8.990593|53.228969
Deutschland,DE,"Wiesenaue, Deutschland",dabe75adc398341e,Wiesenaue,city,Feature,12.601113|52.682817|12.740667|52.755515
Deutschland,DE,"Bovenden, Deutschland",0c776b542defb6f4,Bovenden,city,Feature,9.815516|51.559698|10.070439|51.625556
Deutschland,DE,"Königswinter, Deutschland",064f342f571cd121,Königswinter,city,Feature,7.168254|50.661855|7.372027|50.747748
Deutschland,DE,"Banteln, Deutschland",35ba6d41d2a2a7e9,Banteln,city,Feature,9.727119|52.043056|9.777064|52.077216
Deutschland,DE,"Thalmässing, Deutschland",c70d4b2d1759a87a,Thalmässing,city,Feature,11.159947|49.045915|11.294598|49.156827
Deutschland,DE,"Roth, Deutschland",6b4c519240c3159e,Roth,city,Feature,11.031448|49.176065|11.216653|49.297882
Deutschland,DE,"Rottendorf, Deutschland",590cbfa3a23e25e2,Rottendorf,city,Feature,9.999993|49.7723562|10.06546|49.825451
Deutschland,DE,"Nauen, Deutschland",cd99015f58824741,Nauen,city,Feature,12.651955|52.499752|13.013597|52.725377
Deutschland,DE,"Berlin, Deutschland",3078869807f9dd36,Berlin,city,Feature,13.088304|52.338079|13.760909|52.675323
Deutschland,DE,"Hamburg, Deutschland",5bcd72da50f0ee77,Hamburg,city,Feature,8.4201604|53.395118|10.325199|53.9646546
Deutschland,DE,"Bad Wilsnack, Deutschland",91d0e211abe975eb,Bad Wilsnack,city,Feature,11.828412|52.928911|12.030798|53.010734
Deutschland,DE,"Aachen, Deutschland",8b5c39218ec8bdee,Aachen,city,Feature,5.9748467|50.6621438|6.218106|50.8572297
Deutschland,DE,"Limburg an der Lahn, Deutschland",32f9bb4161b3337b,Limburg an der Lahn,city,Feature,7.993584|50.357054|8.156892|50.44628
Deutschland,DE,"Frankfurt am Main, Deutschland",c589d9d6ed38927c,Frankfurt am Main,city,Feature,8.472715|50.01552|8.800496|50.2269512
Deutschland,DE,"Göttingen, Deutschland",fcbb3c6e0a7eba22,Göttingen,city,Feature,9.80043|51.483171|10.053668|51.590803
Deutschland,DE,"Dortmund, Deutschland",b4fadeb3a3a29e2f,Dortmund,city,Feature,7.302443|51.415504|7.638168|51.599943
Deutschland,DE,"Hannover, Deutschland",48504653e183c91c,Hannover,city,Feature,9.604388|52.305196|9.918478|52.454401
Deutschland,DE,"Elze, Deutschland",019e09ceee0bb3b2,Elze,city,Feature,9.628118|52.066306|9.762622|52.169072
Deutschland,DE,"Schwanheide, Deutschland",ceb5a131ed13b4ea,Schwanheide,city,Feature,10.617708|53.407739|10.717848|53.461086
Deutschland,DE,"Schkeuditz, Deutschland",ba187392f0750132,Schkeuditz,city,Feature,12.172433|51.3332189|12.361614|51.462323
Deutschland,DE,"Nürnberg, Deutschland",26066ea01f9fa118,Nürnberg,city,Feature,10.988242|49.331892|11.282478|49.548082
Deutschland,DE,"München, Deutschland",37439688c6302728,München,city,Feature,11.360589|48.061634|11.722918|48.248124
Deutschland,DE,"Wustermark, Deutschland",316cc077f6a46d1b,Wustermark,city,Feature,12.87141|52.499882|13.01888|52.578572
Deutschland,DE,"Brandenburg, Deutschland",fe79f197b61faa3a,Brandenburg,admin,Feature,11.2687214|51.359063|14.7654784|53.559955
Deutschland,DE,"Gütersloh, Deutschland",1d5d57f325d05975,Gütersloh,city,Feature,8.2856201|51.856004|8.5069335|51.977112
Deutschland,DE,"Sarstedt, Deutschland",3109f812abfdc5d9,Sarstedt,city,Feature,9.768918|52.196312|9.935168|52.270245
Deutschland,DE,"Braunschweig, Deutschland",c6808855d738478c,Braunschweig,city,Feature,10.412259|52.186797|10.644908|52.357387
Deutschland,DE,"Wolfsburg, Deutschland",e117fce907c54997,Wolfsburg,city,Feature,10.647127|52.316098|10.906867|52.49509
Österreich,AT,"Wien, Österreich",9f659d51e5c5deae,Wien,city,Feature,16.18218|48.117666|16.577511|48.322574
Deutschland,DE,"Oberhaid, Deutschland",5946dde8dc740971,Oberhaid,city,Feature,7.703524|50.495502|7.740727|50.515329
Deutschland,DE,"Bad Honnef, Deutschland",e2b34a4572cf5866,Bad Honnef,city,Feature,7.199566|50.623447|7.363988|50.687333
Belgien,BE,"Elsene, België",3060d31f8bf75f53,Elsene,city,Feature,4.347341|50.8007214|4.4033873|50.8406204
Belgien,BE,European Parliament - Altiero Spinelli Building,07d9ddeb0fc84002,European Parliament - Altiero Spinelli Building,poi,Feature,4.374613946040217|50.839163422607136|4.374613946040217|50.839163422607136
Belgien,BE,"Brüssel, Belgien",0653bb913c88c1ea,Brüssel,city,Feature,4.3139889|50.7963282|4.4369472|50.9137064
Deutschland,DE,"Köln, Deutschland",8abc99434d4f5d28,Köln,city,Feature,6.772567|50.830287|7.162373|51.0849471
Deutschland,DE,"Berlin, Deutschland",3078869807f9dd36,Berlin,city,Feature,13.088304|52.338079|13.760909|52.675323
,,Brandenburger Tor,0952a8c535170000,Brandenburger Tor,poi,Feature,13.3776877769238|52.5162864023446|13.3776877769238|52.5162864023446
Deutschland,DE,"Saarbrücken, Deutschland",0c3ccd897a53b270,Saarbrücken,city,Feature,6.8274592|49.165076|7.138098|49.322051
Österreich,AT,"Sankt Florian, Österreich",e3dd5dfcba691b51,Sankt Florian,city,Feature,14.292543|48.1663953|14.429655|48.236082
Ungarn,HU,"Gyál, Magyarország",406793880b29425e,Gyál,city,Feature,19.1789797|47.335477|19.26146|47.4030598
Ungarn,HU,"Lajosmizse, Ungarn",0548ce179f9c6059,Lajosmizse,city,Feature,19.44674|46.959341|19.682244|47.120949
Ungarn,HU,"Csengele, Magyarország",497b67183eea57bc,Csengele,city,Feature,19.779985|46.462648|19.9377089|46.578334
Rumänien,RO,"Dumbrava, România",005042d027c01fd9,Dumbrava,city,Feature,22.0698668|45.7727676|22.2112795|45.8721845
Rumänien,RO,"Sibiu, România",0054649438b66790,Sibiu,city,Feature,24.0630142|45.7090624|24.2445959|45.8570943
Deutschland,DE,"Hamburg, Deutschland",5bcd72da50f0ee77,Hamburg,city,Feature,8.4201604|53.395118|10.325199|53.9646546
Deutschland,DE,"Wentorf bei Hamburg, Deutschland",a31d36cf84ce68f9,Wentorf bei Hamburg,city,Feature,10.234507|53.479553|10.287133|53.509029
Deutschland,DE,"Karstädt, Deutschland",8b76aad72f16b632,Karstädt,city,Feature,11.550798|53.071234|11.852885|53.244452
Deutschland,DE,"Kassel, Deutschland",2d03e3c8e578c744,Kassel,city,Feature,9.3502534|51.260437|9.5698463|51.3688569
Deutschland,DE,"Eichenzell, Deutschland",ee0d96639caa66df,Eichenzell,city,Feature,9.646332|50.413098|9.790845|50.511095
Deutschland,DE,"Groß-Rohrheim, Deutschland",a1606dd1a6654e18,Groß-Rohrheim,city,Feature,8.425677|49.696766|8.54105|49.734639
Deutschland,DE,"Frankfurt am Main, Deutschland",c589d9d6ed38927c,Frankfurt am Main,city,Feature,8.472715|50.01552|8.800496|50.2269512
Deutschland,DE,"Hünfeld, Deutschland",3be50c4b8d119855,Hünfeld,city,Feature,9.619964|50.59652|9.854867|50.742473
Deutschland,DE,Invalidenpark,09529196be96e000,Invalidenpark,poi,Feature,13.3762180358367|52.5295009757554|13.3762180358367|52.5295009757554
Deutschland,DE,"Salzgitter, Deutschland",e13707563e7e4b8e,Salzgitter,city,Feature,10.230644|52.013132|10.507728|52.222876
Deutschland,DE,"Göttingen, Deutschland",fcbb3c6e0a7eba22,Göttingen,city,Feature,9.80043|51.483171|10.053668|51.590803
Deutschland,DE,"Hünfelden, Deutschland",95bd7af553d1d2cc,Hünfelden,city,Feature,8.069947|50.275059|8.23322|50.36012
Deutschland,DE,"Gelnhausen, Deutschland",0eb6cdf1cc6b6f38,Gelnhausen,city,Feature,9.1110785|50.162906|9.271535|50.248862
Deutschland,DE,"Potsdam, Deutschland",659395aaea6aa724,Potsdam,city,Feature,12.887323|52.34195|13.168072|52.514508
Vereinigtes Königreich,GB,"Camberwell, London",7f55e839e1715da2,Camberwell,city,Feature,-0.1114755|51.4194247|-0.0297308|51.509947
Deutschland,DE,"Wuppertal, Deutschland",13dd00509ce43f07,Wuppertal,city,Feature,7.011947|51.1658468|7.313467|51.318064
Deutschland,DE,"Düsseldorf, Deutschland",b7d3c12268abd20e,Düsseldorf,city,Feature,6.688728|51.124357|6.939888|51.352537
Frankreich,FR,"Straßburg, Frankreich",0701e94ee168b555,Straßburg,city,Feature,7.6881601|48.4924213|7.836256|48.6461915
Belgien,BE,"Brüssel, Belgien",0653bb913c88c1ea,Brüssel,city,Feature,4.3139889|50.7963282|4.4369472|50.9137064
Deutschland,DE,"Hamburg, Deutschland",5bcd72da50f0ee77,Hamburg,city,Feature,8.4201604|53.395118|10.325199|53.9646546
Deutschland,DE,"Berlin, Deutschland",3078869807f9dd36,Berlin,city,Feature,13.088304|52.338079|13.760909|52.675323
Deutschland,DE,"Göttingen, Deutschland",fcbb3c6e0a7eba22,Göttingen,city,Feature,9.80043|51.483171|10.053668|51.590803
Deutschland,DE,"Woltershausen, Deutschland",f24156a5e817c2d6,Woltershausen,city,Feature,9.915581|51.949352|10.007175|51.989634
Deutschland,DE,"Hannover, Deutschland",48504653e183c91c,Hannover,city,Feature,9.604388|52.305196|9.918478|52.454401
Deutschland,DE,"Wolfsburg, Deutschland",e117fce907c54997,Wolfsburg,city,Feature,10.647127|52.316098|10.906867|52.49509
Polen,PL,"Trzebinia, Polska",f9f2929b521a825d,Trzebinia,city,Feature,19.3880472|50.1327001|19.488689|50.2265705
Polen,PL,"Alwernia gmina, Polska",fbb3ec63dd63fc31,Alwernia gmina,city,Feature,19.4618393|50.0082402|19.6290517|50.118426
Polen,PL,"Kattowitz, Polen",0f2f2788e09b05b8,Kattowitz,city,Feature,18.8911663|50.1289725|19.1228388|50.297669
Deutschland,DE,"Hagen, Deutschland",7033c3957c686132,Hagen,city,Feature,7.375914|51.2647261|7.598893|51.418588
Deutschland,DE,"Wuppertal, Deutschland",13dd00509ce43f07,Wuppertal,city,Feature,7.011947|51.1658468|7.313467|51.318064
Vereinigtes Königreich,GB,"Lambeth, London",4393349f368f67a1,Lambeth,city,Feature,-0.15191|51.410792|-0.078902|51.509887
Deutschland,DE,"Leverkusen, Deutschland",4267d6645adb29a6,Leverkusen,city,Feature,6.899146|51.011133|7.116138|51.097149
Marokko,MA,"Asni, Royaume du Maroc",e9871089dcefd2c3,Asni,city,Feature,-8.0335798|31.0442724|-7.7996866|31.2848103
Marokko,MA,"Gueliz, Royaume du Maroc",2683bd79c2fe12a1,Gueliz,city,Feature,-8.0419658|31.5941827|-7.9830226|31.6987174
Österreich,AT,"Schwechat, Österreich",d62d58de815998db,Schwechat,city,Feature,16.4327106|48.088982|16.576842|48.159012
Deutschland,DE,"Bremen, Deutschland",5b1a29f98ababf57,Bremen,city,Feature,8.481599|53.011035|8.990593|53.228969
Deutschland,DE,"Schwanheide, Deutschland",ceb5a131ed13b4ea,Schwanheide,city,Feature,10.617708|53.407739|10.717848|53.461086
Belgien,BE,"Eupen, Belgien",7d4047b2cf41574b,Eupen,city,Feature,6.0001035|50.54802|6.269653|50.6729638
Deutschland,DE,"Düren, Deutschland",ce031cdd5d1ba3fe,Düren,city,Feature,6.385572|50.7414142|6.538382|50.857613
Deutschland,DE,"Potsdam, Deutschland",659395aaea6aa724,Potsdam,city,Feature,12.887323|52.34195|13.168072|52.514508
Deutschland,DE,"Stade, Deutschland",466050130af5f336,Stade,city,Feature,9.373666|53.538101|9.550729|53.691121
Kanada,CA,"Montréal, Québec",36775d842cbec509,Montréal,city,Feature,-73.972965|45.410095|-73.473085|45.705566
Kanada,CA,"Ottawa, Ontario",38d5974e82ed1a6c,Ottawa,city,Feature,-76.353876|44.961937|-75.246407|45.5356446
Kanada,CA,Old Ottawa City Hall,07d9caae25c82002,Old Ottawa City Hall,poi,Feature,-75.69386240573162|45.439636228876864|-75.69386240573162|45.439636228876864
Vereinigtes Königreich,GB,"Camden Town, London",5de8cffc145c486b,Camden Town,city,Feature,-0.213503|51.512805|-0.105303|51.572068
Deutschland,DE,Naturkundemuseum Potsdam,0952ac0472961000,Naturkundemuseum Potsdam,poi,Feature,13.050795|52.395904|13.050795|52.395904
Belgien,BE,"Brüssel, Belgien",0653bb913c88c1ea,Brüssel,city,Feature,4.3139889|50.7963282|4.4369472|50.9137064
Belgien,BE,"Sint-Joost-ten-Node, België",84842ed3e85174a1,Sint-Joost-ten-Node,city,Feature,4.3557795|50.8471382|4.3848888|50.8602093
Vereinigtes Königreich,GB,"City of London, London",3eb2c704fe8a50cb,City of London,city,Feature,-0.112442|51.5068|-0.0733794|51.522161
Deutschland,DE,"Holle, Deutschland",de2ae62756802d09,Holle,city,Feature,10.065086|52.041417|10.2030242|52.138528
Deutschland,DE,"Neuruppin, Deutschland",667b9becb444647d,Neuruppin,city,Feature,12.658709|52.792024|12.986578|53.097841
Deutschland,DE,"Erlangen, Deutschland",9af0e1c3b9def9f4,Erlangen,city,Feature,10.915143|49.532646|11.053845|49.645542
Deutschland,DE,Landtag Nordrhein-Westfalen,07d9db0fb1488001,Landtag Nordrhein-Westfalen,poi,Feature,6.763501167297363|51.218920430983914|6.763501167297363|51.218920430983914
Deutschland,DE,"Berlin, Deutschland",3078869807f9dd36,Berlin,city,Feature,13.088304|52.338079|13.760909|52.675323
Deutschland,DE,"Heidelberg, Deutschland",0851007f4d4c6fc5,Heidelberg,city,Feature,8.57291|49.352037|8.793839|49.460195
Deutschland,DE,"Berlin, Deutschland",3078869807f9dd36,Berlin,city,Feature,13.088304|52.338079|13.760909|52.675323
Deutschland,DE,"Hessen, Deutschland",71452e54fd4ae8e7,Hessen,admin,Feature,7.772406|49.395175|10.236479|51.657816
Deutschland,DE,"Lübeck, Deutschland",39f6da36ae80548e,Lübeck,city,Feature,10.55401|53.767965|10.968717|53.994266
Deutschland,DE,"Hamburg, Deutschland",5bcd72da50f0ee77,Hamburg,city,Feature,8.4201604|53.395118|10.325199|53.9646546
Deutschland,DE,"Leipzig, Deutschland",5eefdd08491a1c89,Leipzig,city,Feature,12.229826|51.2380243|12.543579|51.445007
Deutschland,DE,"Bayern, Deutschland",227ab02aca7f4b08,Bayern,admin,Feature,8.976041|47.270127|13.839928|50.564736
Deutschland,DE,"Uttenreuth, Deutschland",860bdfe953b4d90a,Uttenreuth,city,Feature,11.059785|49.584474|11.120835|49.613489
Deutschland,DE,Deutschland,fdcd221ac44fa326,Deutschland,country,Feature,5.8663566|47.270127|15.0418536|55.056823
