created_at,id,withheld_x,author_id,conversation_id,text,retweet_count,reply_count,like_count,quote_count,media_keys,user_created_at,description,location,name,pinned_tweet_id,profile_image_url,protected,url,username,verified,withheld_y,followers_count,following_count,tweet_count,listed_count
2022-05-19 15:20:22+00:00,1527308188474699776,,1095261895643332608,1.5273081884746998e+18,RT @Feenwald: FridaysForFuture divest endcoal YouthStrike4Climate schulstreik VolksbegehrenArtenvielfalt rettetdiebienen ClimateEme,2.0,0.0,0.0,0.0,,2019-02-12 10:02:39+00:00,"The latest tweets on #GreenNewDeal, #FridaysForFuture, #Schoolstrike4climate,","Berlin, Deutschland",GreenNewDeal,,https://pbs.twimg.com/profile_images/1095281383357014016/ptLqWqIS_normal.jpg,False,,GreenNewDeal_EU,False,,7778,6,96419,81
2022-05-19 15:20:16+00:00,1527308161593397248,,1095261895643332608,1.5273081615933972e+18,RT @Feenwald: FridaysForFuture divest endcoal YouthStrike4Climate schulstreik VolksbegehrenArtenvielfalt rettetdiebienen ClimateEme,2.0,0.0,0.0,0.0,,2019-02-12 10:02:39+00:00,"The latest tweets on #GreenNewDeal, #FridaysForFuture, #Schoolstrike4climate,","Berlin, Deutschland",GreenNewDeal,,https://pbs.twimg.com/profile_images/1095281383357014016/ptLqWqIS_normal.jpg,False,,GreenNewDeal_EU,False,,7778,6,96419,81
2022-05-18 14:20:25+00:00,1526930710996582400,,1095261895643332608,1.5269307109965824e+18,RT @Feenwald: FridaysForFuture divest endcoal YouthStrike4Climate schulstreik VolksbegehrenArtenvielfalt rettetdiebienen ClimateEme,2.0,0.0,0.0,0.0,,2019-02-12 10:02:39+00:00,"The latest tweets on #GreenNewDeal, #FridaysForFuture, #Schoolstrike4climate,","Berlin, Deutschland",GreenNewDeal,,https://pbs.twimg.com/profile_images/1095281383357014016/ptLqWqIS_normal.jpg,False,,GreenNewDeal_EU,False,,7778,6,96419,81
2022-05-18 14:20:12+00:00,1526930659230601216,,1095261895643332608,1.5269306592306012e+18,RT @Feenwald: FridaysForFuture divest endcoal YouthStrike4Climate schulstreik VolksbegehrenArtenvielfalt rettetdiebienen ClimateEme,2.0,0.0,0.0,0.0,,2019-02-12 10:02:39+00:00,"The latest tweets on #GreenNewDeal, #FridaysForFuture, #Schoolstrike4climate,","Berlin, Deutschland",GreenNewDeal,,https://pbs.twimg.com/profile_images/1095281383357014016/ptLqWqIS_normal.jpg,False,,GreenNewDeal_EU,False,,7778,6,96419,81
2022-05-16 17:19:59+00:00,1526251127888838656,,1095261895643332608,1.5262511278888387e+18,RT @Feenwald: FridaysForFuture divest endcoal YouthStrike4Climate schulstreik VolksbegehrenArtenvielfalt rettetdiebienen ClimateEme,2.0,0.0,0.0,0.0,,2019-02-12 10:02:39+00:00,"The latest tweets on #GreenNewDeal, #FridaysForFuture, #Schoolstrike4climate,","Berlin, Deutschland",GreenNewDeal,,https://pbs.twimg.com/profile_images/1095281383357014016/ptLqWqIS_normal.jpg,False,,GreenNewDeal_EU,False,,7778,6,96419,81
2022-05-16 12:20:12+00:00,1526175685072625665,,1095261895643332608,1.5261756850726257e+18,RT @bprophetable: ClimateActionNow EndCoal FridaysForFuture https:tcoEqtnLYhDKo,4.0,0.0,0.0,0.0,,2019-02-12 10:02:39+00:00,"The latest tweets on #GreenNewDeal, #FridaysForFuture, #Schoolstrike4climate,","Berlin, Deutschland",GreenNewDeal,,https://pbs.twimg.com/profile_images/1095281383357014016/ptLqWqIS_normal.jpg,False,,GreenNewDeal_EU,False,,7778,6,96419,81
2022-05-16 12:20:07+00:00,1526175662507163649,,1095261895643332608,1.5261756625071636e+18,RT @bprophetable: ClimateActionNow FridaysForFuture EndCoal https:tcoEBsHwDHJUM,2.0,0.0,0.0,0.0,,2019-02-12 10:02:39+00:00,"The latest tweets on #GreenNewDeal, #FridaysForFuture, #Schoolstrike4climate,","Berlin, Deutschland",GreenNewDeal,,https://pbs.twimg.com/profile_images/1095281383357014016/ptLqWqIS_normal.jpg,False,,GreenNewDeal_EU,False,,7778,6,96419,81
2022-05-15 09:20:00+00:00,1525767944776650752,,1095261895643332608,1.5257679447766508e+18,RT @Feenwald: FridaysForFuture divest endcoal YouthStrike4Climate schulstreik VolksbegehrenArtenvielfalt rettetdiebienen ClimateEme,2.0,0.0,0.0,0.0,,2019-02-12 10:02:39+00:00,"The latest tweets on #GreenNewDeal, #FridaysForFuture, #Schoolstrike4climate,","Berlin, Deutschland",GreenNewDeal,,https://pbs.twimg.com/profile_images/1095281383357014016/ptLqWqIS_normal.jpg,False,,GreenNewDeal_EU,False,,7778,6,96419,81
2022-06-02 09:58:29+00:00,1532300611340861444,,590788952,1.5323006113408614e+18,"However Norway is still selling oil https:tcoXmS9yzbnRc
RenewableEnergy EnergyTransition:
Wind Power ClimateAction  FridaysForFuture
Sustainability SDGs
Carbon CleanEnergy ExtinctionRebellion
EndCoal Environment CO2
ClimateCrisis
https:tco9893HgGfVR",3.0,0.0,2.0,0.0,13_1374042232391618564,2012-05-26 10:08:21+00:00,"Qui no li cal aprendre més no ha après res - Who will not need to learn more, she/he has learned nothing: E. Canetti",Catalunya,Robert Pujol i Vives,1.446807137859027e+18,https://pbs.twimg.com/profile_images/421235676852400128/qe2YGJcy_normal.jpeg,False,https://t.co/21tMvGGkY0,rpujolvives,False,,1453,1714,143254,82
2022-06-02 03:01:36+00:00,1532195700154458117,,829393679961948160,1.532195700154458e+18,"RT @Frentzhart2: Die Kohleverstromung führt uns in die Klimakatastrophe, sie muss beendet werden endcoal, 
dafür steht die 1,5 Grad Gre",8.0,0.0,0.0,0.0,,2017-02-08 18:17:17+00:00,#Nachhaltigkeit #Fairtrade #Demokratie #NoWar,"Bayern, Deutschland",MB,,https://pbs.twimg.com/profile_images/1018495151906451457/QKIIuPwd_normal.jpg,False,,MB_B007,False,,225,379,8914,0
2022-06-02 00:05:43+00:00,1532151436565532672,,262147078,1.5321514365655327e+18,"RT @Frentzhart2: Die Kohleverstromung führt uns in die Klimakatastrophe, sie muss beendet werden endcoal, 
dafür steht die 1,5 Grad Gre",8.0,0.0,0.0,0.0,,2011-03-07 13:12:56+00:00,Alle Energien für den Klimaschutz,Deutschland,Emergency 1 Point 5,1.3283081428961526e+18,https://pbs.twimg.com/profile_images/1484180154934980608/VMJ1kslx_normal.jpg,False,,hartfrentz,False,,19,50,2986,0
2022-06-01 21:11:20+00:00,1532107552976011264,,35692915,1.5321075529760113e+18,RT @arikring: @Jackthelad1947 @NeurozoInnovat1 @ristori20 @kashthefuturist @AdamRogers2030 @ReclaimAnglesea @debraruh @HansLak @SusanHeaney,935.0,0.0,0.0,0.0,,2009-04-27 07:08:59+00:00,Perpetually curious,New Songhees (Esquimalt) BC,Dawn Rose Turner,1.1280120215159726e+18,https://pbs.twimg.com/profile_images/1602303495/SM_fairy_avatar_normal.jpg,False,,DawnRoseTurner,False,,6591,7244,550540,352
2022-05-25 15:11:31+00:00,1529480287817568256,,35692915,1.5294802878175683e+18,RT @arikring: @Zalmodegicos @RuthPtn @DawnRoseTurner @ToddMcKissick @Jackthelad1947 @NeurozoInnovat1 @ristori20 @kashthefuturist @AdamRoger,415.0,0.0,0.0,0.0,,2009-04-27 07:08:59+00:00,Perpetually curious,New Songhees (Esquimalt) BC,Dawn Rose Turner,1.1280120215159726e+18,https://pbs.twimg.com/profile_images/1602303495/SM_fairy_avatar_normal.jpg,False,,DawnRoseTurner,False,,6591,7244,550540,352
2022-05-20 18:47:41+00:00,1527722745982636032,,35692915,1.527722745982636e+18,RT @arikring: @Zalmodegicos @RuthPtn @DawnRoseTurner @ToddMcKissick @Jackthelad1947 @NeurozoInnovat1 @ristori20 @kashthefuturist @AdamRoger,834.0,0.0,0.0,0.0,,2009-04-27 07:08:59+00:00,Perpetually curious,New Songhees (Esquimalt) BC,Dawn Rose Turner,1.1280120215159726e+18,https://pbs.twimg.com/profile_images/1602303495/SM_fairy_avatar_normal.jpg,False,,DawnRoseTurner,False,,6591,7244,550540,352
2022-05-20 17:38:55+00:00,1527705440888360961,,35692915,1.527705440888361e+18,RT @arikring: @Zalmodegicos @RuthPtn @DawnRoseTurner @ToddMcKissick @Jackthelad1947 @NeurozoInnovat1 @ristori20 @kashthefuturist @AdamRoger,415.0,0.0,0.0,0.0,,2009-04-27 07:08:59+00:00,Perpetually curious,New Songhees (Esquimalt) BC,Dawn Rose Turner,1.1280120215159726e+18,https://pbs.twimg.com/profile_images/1602303495/SM_fairy_avatar_normal.jpg,False,,DawnRoseTurner,False,,6591,7244,550540,352
2022-05-16 01:07:07+00:00,1526006296536682496,,35692915,1.5260062965366825e+18,RT @arikring: @Jackthelad1947 @NeurozoInnovat1 @ristori20 @kashthefuturist @AdamRogers2030 @ReclaimAnglesea @debraruh @HansLak @SusanHeaney,935.0,0.0,0.0,0.0,,2009-04-27 07:08:59+00:00,Perpetually curious,New Songhees (Esquimalt) BC,Dawn Rose Turner,1.1280120215159726e+18,https://pbs.twimg.com/profile_images/1602303495/SM_fairy_avatar_normal.jpg,False,,DawnRoseTurner,False,,6591,7244,550540,352
2022-06-01 20:06:52+00:00,1532091328451969028,,2562240601,1.532091328451969e+18,RT @arikring: @HansLak @TXsharon @TheRealNumber6 @RisePDX @Jackthelad1947 @seth_leitman @debraruh @charluv2011 @TimGuinee @wernerkeil @pegb,882.0,0.0,0.0,0.0,,2014-06-11 22:49:41+00:00,"Professor-Energy Policy. Research-Energy Transition & Sustainability Management. Author. Posts, RT's & likes not endorsements; just stuff I find interesting.","Scotland, United Kingdom",Prof. Peter Strachan,1.1170142538468925e+18,https://pbs.twimg.com/profile_images/1200510199699824640/u34qDTET_normal.jpg,False,https://t.co/rrT63KDlo7,ProfStrachan,False,,18697,441,49802,445
2022-05-30 08:20:06+00:00,1531188689216450560,,2562240601,1.5311886892164506e+18,RT @arikring: @dotcommodity @Totalrecoverys1 @THEnergyNet @AmazingChevVolt @Jackthelad1947 @mwt2008 @FSS_Tech @ProfRayWills @kashthefuturis,1109.0,0.0,0.0,0.0,,2014-06-11 22:49:41+00:00,"Professor-Energy Policy. Research-Energy Transition & Sustainability Management. Author. Posts, RT's & likes not endorsements; just stuff I find interesting.","Scotland, United Kingdom",Prof. Peter Strachan,1.1170142538468925e+18,https://pbs.twimg.com/profile_images/1200510199699824640/u34qDTET_normal.jpg,False,https://t.co/rrT63KDlo7,ProfStrachan,False,,18697,441,49802,445
2022-05-28 18:25:01+00:00,1530616147208445954,,2562240601,1.530616147208446e+18,RT @arikring: @TXsharon @TheRealNumber6 @RisePDX @Jackthelad1947 @HansLak @seth_leitman @debraruh @charluv2011 @TimGuinee @wernerkeil @pegb,1351.0,0.0,0.0,0.0,,2014-06-11 22:49:41+00:00,"Professor-Energy Policy. Research-Energy Transition & Sustainability Management. Author. Posts, RT's & likes not endorsements; just stuff I find interesting.","Scotland, United Kingdom",Prof. Peter Strachan,1.1170142538468925e+18,https://pbs.twimg.com/profile_images/1200510199699824640/u34qDTET_normal.jpg,False,https://t.co/rrT63KDlo7,ProfStrachan,False,,18697,441,49802,445
2022-05-28 15:13:11+00:00,1530567869410549760,,2562240601,1.5305678694105498e+18,RT @arikring: @Hazloe3 @ProfStrachan @ECOWARRIORSS @ChristineMilne @ristori20 @mzjacobson @charluv2011 @BSuhic @NJdoc @ddelich @elder_jodi,281.0,0.0,0.0,0.0,,2014-06-11 22:49:41+00:00,"Professor-Energy Policy. Research-Energy Transition & Sustainability Management. Author. Posts, RT's & likes not endorsements; just stuff I find interesting.","Scotland, United Kingdom",Prof. Peter Strachan,1.1170142538468925e+18,https://pbs.twimg.com/profile_images/1200510199699824640/u34qDTET_normal.jpg,False,https://t.co/rrT63KDlo7,ProfStrachan,False,,18697,441,49802,445
2022-05-27 14:42:52+00:00,1530197851480932355,,2562240601,1.5301978514809324e+18,RT @arikring: @TXsharon @TheRealNumber6 @RisePDX @Jackthelad1947 @HansLak @seth_leitman @debraruh @charluv2011 @TimGuinee @wernerkeil @pegb,1248.0,0.0,0.0,0.0,,2014-06-11 22:49:41+00:00,"Professor-Energy Policy. Research-Energy Transition & Sustainability Management. Author. Posts, RT's & likes not endorsements; just stuff I find interesting.","Scotland, United Kingdom",Prof. Peter Strachan,1.1170142538468925e+18,https://pbs.twimg.com/profile_images/1200510199699824640/u34qDTET_normal.jpg,False,https://t.co/rrT63KDlo7,ProfStrachan,False,,18697,441,49802,445
2022-05-16 16:19:36+00:00,1526235930310361088,,2562240601,1.526235930310361e+18,RT @arikring: @HansLak @RisePDX @Jackthelad1947 @seth_leitman @debraruh @charluv2011 @pegb_ @SaleemulHuq @stracma @raduede @Tecgale @Marian,287.0,0.0,0.0,0.0,,2014-06-11 22:49:41+00:00,"Professor-Energy Policy. Research-Energy Transition & Sustainability Management. Author. Posts, RT's & likes not endorsements; just stuff I find interesting.","Scotland, United Kingdom",Prof. Peter Strachan,1.1170142538468925e+18,https://pbs.twimg.com/profile_images/1200510199699824640/u34qDTET_normal.jpg,False,https://t.co/rrT63KDlo7,ProfStrachan,False,,18697,441,49802,445
2022-06-01 20:06:38+00:00,1532091269664624640,,1539564943,1.5320912696646246e+18,RT @arikring: @HansLak @TXsharon @TheRealNumber6 @RisePDX @Jackthelad1947 @seth_leitman @debraruh @charluv2011 @TimGuinee @wernerkeil @pegb,1689.0,0.0,0.0,0.0,,2013-06-22 21:28:35+00:00,Democrat always.Long https://t.co/5SznYwmgFu.XU https://t.co/eWcAH5fCnB my career. CLIMATE Science is real&in https://t.co/K6tLOYM1QU. RESTORE VRA!NO DM!,ohio,Suki,1.4429037697762263e+18,https://pbs.twimg.com/profile_images/1395751178022096899/NvBkNYdL_normal.jpg,False,,suekhi,False,,26614,22296,695991,213
2022-06-01 20:06:33+00:00,1532091248990990336,,1539564943,1.5320912489909903e+18,RT @arikring: @HansLak @TXsharon @TheRealNumber6 @RisePDX @Jackthelad1947 @seth_leitman @debraruh @charluv2011 @TimGuinee @wernerkeil @pegb,882.0,0.0,0.0,0.0,,2013-06-22 21:28:35+00:00,Democrat always.Long https://t.co/5SznYwmgFu.XU https://t.co/eWcAH5fCnB my career. CLIMATE Science is real&in https://t.co/K6tLOYM1QU. RESTORE VRA!NO DM!,ohio,Suki,1.4429037697762263e+18,https://pbs.twimg.com/profile_images/1395751178022096899/NvBkNYdL_normal.jpg,False,,suekhi,False,,26614,22296,695991,213
2022-05-26 12:43:23+00:00,1529805395170152449,,1539564943,1.5298053951701524e+18,RT @arikring: @HansLak @TXsharon @TheRealNumber6 @RisePDX @Jackthelad1947 @seth_leitman @debraruh @charluv2011 @TimGuinee @wernerkeil @pegb,882.0,0.0,0.0,0.0,,2013-06-22 21:28:35+00:00,Democrat always.Long https://t.co/5SznYwmgFu.XU https://t.co/eWcAH5fCnB my career. CLIMATE Science is real&in https://t.co/K6tLOYM1QU. RESTORE VRA!NO DM!,ohio,Suki,1.4429037697762263e+18,https://pbs.twimg.com/profile_images/1395751178022096899/NvBkNYdL_normal.jpg,False,,suekhi,False,,26614,22296,695991,213
2022-05-26 11:20:40+00:00,1529784579518869504,,1539564943,1.5297845795188695e+18,RT @arikring: @TheRealNumber6 @RisePDX @Jackthelad1947 @seth_leitman @debraruh @charluv2011 @wernerkeil @pegb_ @SaleemulHuq @stracma @radue,228.0,0.0,0.0,0.0,,2013-06-22 21:28:35+00:00,Democrat always.Long https://t.co/5SznYwmgFu.XU https://t.co/eWcAH5fCnB my career. CLIMATE Science is real&in https://t.co/K6tLOYM1QU. RESTORE VRA!NO DM!,ohio,Suki,1.4429037697762263e+18,https://pbs.twimg.com/profile_images/1395751178022096899/NvBkNYdL_normal.jpg,False,,suekhi,False,,26614,22296,695991,213
2022-05-25 11:32:29+00:00,1529425164328378369,,1539564943,1.5294251643283784e+18,RT @arikring: @HansLak @TXsharon @TheRealNumber6 @RisePDX @Jackthelad1947 @seth_leitman @debraruh @charluv2011 @TimGuinee @wernerkeil @pegb,1689.0,0.0,0.0,0.0,,2013-06-22 21:28:35+00:00,Democrat always.Long https://t.co/5SznYwmgFu.XU https://t.co/eWcAH5fCnB my career. CLIMATE Science is real&in https://t.co/K6tLOYM1QU. RESTORE VRA!NO DM!,ohio,Suki,1.4429037697762263e+18,https://pbs.twimg.com/profile_images/1395751178022096899/NvBkNYdL_normal.jpg,False,,suekhi,False,,26614,22296,695991,213
2022-05-19 11:41:33+00:00,1527253119905763328,,1539564943,1.5272531199057633e+18,RT @arikring: @TheRealNumber6 @RisePDX @Jackthelad1947 @seth_leitman @debraruh @charluv2011 @wernerkeil @pegb_ @SaleemulHuq @stracma @radue,228.0,0.0,0.0,0.0,,2013-06-22 21:28:35+00:00,Democrat always.Long https://t.co/5SznYwmgFu.XU https://t.co/eWcAH5fCnB my career. CLIMATE Science is real&in https://t.co/K6tLOYM1QU. RESTORE VRA!NO DM!,ohio,Suki,1.4429037697762263e+18,https://pbs.twimg.com/profile_images/1395751178022096899/NvBkNYdL_normal.jpg,False,,suekhi,False,,26614,22296,695991,213
2022-05-17 12:48:24+00:00,1526545169545322496,,1539564943,1.5265451695453225e+18,RT @arikring: @HansLak @RisePDX @Jackthelad1947 @seth_leitman @debraruh @charluv2011 @pegb_ @SaleemulHuq @stracma @raduede @Tecgale @Marian,287.0,0.0,0.0,0.0,,2013-06-22 21:28:35+00:00,Democrat always.Long https://t.co/5SznYwmgFu.XU https://t.co/eWcAH5fCnB my career. CLIMATE Science is real&in https://t.co/K6tLOYM1QU. RESTORE VRA!NO DM!,ohio,Suki,1.4429037697762263e+18,https://pbs.twimg.com/profile_images/1395751178022096899/NvBkNYdL_normal.jpg,False,,suekhi,False,,26614,22296,695991,213
2022-06-01 18:19:40+00:00,1532064353805279232,,351418796,1.5320643538052792e+18,RT @arikring: @AmandaRay02 @netsy01 @JukkaPSeppl @Aqualyra @AmazingChevVolt @seth_leitman @Jackthelad1947 @jellsmoor @wernerkeil @JMPyper @,479.0,0.0,0.0,0.0,,2011-08-09 06:42:59+00:00,"For the love of our precious planet and all the inovative, creativ, passionate and brave people who are working so hard to save her. Still love all my boys :-D",Norwegen,Ingjerd Bjørndal 🎶,7.66354265770197e+17,https://pbs.twimg.com/profile_images/850105354411233281/82KBFruB_normal.jpg,False,,SkaldIs,False,,1056,1132,14460,45
2022-06-01 18:17:15+00:00,1532063741704998912,,982464824,1.532063741704999e+18,RT @arikring: @AmandaRay02 @netsy01 @JukkaPSeppl @Aqualyra @AmazingChevVolt @seth_leitman @Jackthelad1947 @jellsmoor @wernerkeil @JMPyper @,479.0,0.0,0.0,0.0,,2012-12-01 12:40:33+00:00,"*310ppm,West B., Ing.,#Friedenspolitik,#mMT,
,,kein Fan,, von Jesus, 
 Öko seit72, TU'B-IPAT,#Grüne,#ATTAC,#IGM,#TNG,#TWIKE,#FabLab
L(i)ebe das #Leben. 3💉",Eu-De-BaWü-Ka.,Ivo kain Krieg,1.3652328410056827e+18,https://pbs.twimg.com/profile_images/711310679140114432/M19zfVuU_normal.jpg,False,https://t.co/4Bs4Q4aRM8,IvokainKrieg,False,,1297,1753,139693,367
2022-06-01 18:11:32+00:00,1532062306145710081,,59386332,1.53206230614571e+18,RT @arikring: @AmandaRay02 @netsy01 @JukkaPSeppl @Aqualyra @AmazingChevVolt @seth_leitman @Jackthelad1947 @jellsmoor @wernerkeil @JMPyper @,479.0,0.0,0.0,0.0,,2009-07-23 06:53:09+00:00,"Arik Ring MSc, Expert Consultant. #Solar & #Cleantech Innovation, #Energy Efficiency, Heat & Power, HVAC, Turbomachinery.
Energy Solutions for the 21st Century",Tel Aviv,Arik Ring - Energy Engineering Expert,5.863020809665946e+17,https://pbs.twimg.com/profile_images/1244667721700302849/LweE0_BV_normal.jpg,False,https://t.co/1RUhOdrXEs,arikring,False,,89761,61349,31362,1451
2022-05-30 11:40:07+00:00,1531239026707116033,,59386332,1.531239026707116e+18,RT @arikring: @AmazingChevVolt @Jackthelad1947 @mwt2008 @FSS_Tech @ProfRayWills @kashthefuturist @Paula_Piccard @HansLak @THEnergyNet @char,327.0,0.0,0.0,0.0,,2009-07-23 06:53:09+00:00,"Arik Ring MSc, Expert Consultant. #Solar & #Cleantech Innovation, #Energy Efficiency, Heat & Power, HVAC, Turbomachinery.
Energy Solutions for the 21st Century",Tel Aviv,Arik Ring - Energy Engineering Expert,5.863020809665946e+17,https://pbs.twimg.com/profile_images/1244667721700302849/LweE0_BV_normal.jpg,False,https://t.co/1RUhOdrXEs,arikring,False,,89761,61349,31362,1451
2022-05-30 11:32:36+00:00,1531237132748173317,,59386332,1.5312371327481733e+18,RT @arikring: @TXsharon @TheRealNumber6 @RisePDX @Jackthelad1947 @HansLak @seth_leitman @debraruh @charluv2011 @TimGuinee @wernerkeil @pegb,266.0,0.0,0.0,0.0,,2009-07-23 06:53:09+00:00,"Arik Ring MSc, Expert Consultant. #Solar & #Cleantech Innovation, #Energy Efficiency, Heat & Power, HVAC, Turbomachinery.
Energy Solutions for the 21st Century",Tel Aviv,Arik Ring - Energy Engineering Expert,5.863020809665946e+17,https://pbs.twimg.com/profile_images/1244667721700302849/LweE0_BV_normal.jpg,False,https://t.co/1RUhOdrXEs,arikring,False,,89761,61349,31362,1451
2022-05-30 07:07:45+00:00,1531170484016107521,,59386332,1.5311704840161075e+18,RT @arikring: @Totalrecoverys1 @THEnergyNet @AmazingChevVolt @Jackthelad1947 @mwt2008 @FSS_Tech @ProfRayWills @kashthefuturist @Paula_Picca,137.0,0.0,0.0,0.0,,2009-07-23 06:53:09+00:00,"Arik Ring MSc, Expert Consultant. #Solar & #Cleantech Innovation, #Energy Efficiency, Heat & Power, HVAC, Turbomachinery.
Energy Solutions for the 21st Century",Tel Aviv,Arik Ring - Energy Engineering Expert,5.863020809665946e+17,https://pbs.twimg.com/profile_images/1244667721700302849/LweE0_BV_normal.jpg,False,https://t.co/1RUhOdrXEs,arikring,False,,89761,61349,31362,1451
